Sex,Race,State,Ethnicity,Age Group,First Year,Last Year,Cause of Death,Year,Deaths,Population,Crude Rate,Age-Adjusted Rate
Both Sexes,All Races,Connecticut,Both,All Ages,1999,2017,Suicide Firearm,2008,109,3545579,3.07,2.853648595
Both Sexes,All Races,Delaware,Both,All Ages,1999,2017,Suicide Firearm,2008,41,883874,4.64,4.362271214
Both Sexes,All Races,District of Columbia,Both,All Ages,1999,2017,Suicide Firearm,2008,12,580236,2.07,1.937476297
Both Sexes,All Races,Florida,Both,All Ages,1999,2017,Suicide Firearm,2008,1397,18527305,7.54,6.842797431
Both Sexes,All Races,Georgia,Both,All Ages,1999,2017,Suicide Firearm,2008,616,9504843,6.48,6.558594311
Both Sexes,All Races,Hawaii,Both,All Ages,1999,2017,Suicide Firearm,2008,28,1332213,2.1,2.025478791
Both Sexes,All Races,Idaho,Both,All Ages,1999,2017,Suicide Firearm,2008,149,1534320,9.71,9.680229076
Both Sexes,All Races,Illinois,Both,All Ages,1999,2017,Suicide Firearm,2008,438,12747038,3.44,3.379223332
Both Sexes,All Races,Indiana,Both,All Ages,1999,2017,Suicide Firearm,2008,450,6424806,7,6.913241631
Both Sexes,All Races,Iowa,Both,All Ages,1999,2017,Suicide Firearm,2008,180,3016734,5.97,5.727062984
Both Sexes,All Races,Kansas,Both,All Ages,1999,2017,Suicide Firearm,2008,185,2808076,6.59,6.420614303
Both Sexes,All Races,Kentucky,Both,All Ages,1999,2017,Suicide Firearm,2008,394,4289878,9.18,8.931113348
Both Sexes,All Races,Louisiana,Both,All Ages,1999,2017,Suicide Firearm,2008,351,4435586,7.91,7.813047073
Both Sexes,All Races,Maine,Both,All Ages,1999,2017,Suicide Firearm,2008,103,1330509,7.74,6.964071653
Both Sexes,All Races,Maryland,Both,All Ages,1999,2017,Suicide Firearm,2008,263,5684965,4.63,4.492456656
Both Sexes,All Races,Massachusetts,Both,All Ages,1999,2017,Suicide Firearm,2008,118,6468967,1.82,1.720849144
Both Sexes,All Races,Michigan,Both,All Ages,1999,2017,Suicide Firearm,2008,570,9946889,5.73,5.611617458
Both Sexes,All Races,Minnesota,Both,All Ages,1999,2017,Suicide Firearm,2008,289,5247018,5.51,5.432028556
Both Sexes,All Races,Mississippi,Both,All Ages,1999,2017,Suicide Firearm,2008,286,2947806,9.7,9.66315112
Both Sexes,All Races,Missouri,Both,All Ages,1999,2017,Suicide Firearm,2008,421,5923916,7.11,6.870241681
Both Sexes,All Races,Montana,Both,All Ages,1999,2017,Suicide Firearm,2008,132,976415,13.52,13.27488341
Both Sexes,All Races,Nebraska,Both,All Ages,1999,2017,Suicide Firearm,2008,98,1796378,5.46,5.366521624
Both Sexes,All Races,Nevada,Both,All Ages,1999,2017,Suicide Firearm,2008,291,2653630,10.97,10.90937532
Both Sexes,All Races,New Hampshire,Both,All Ages,1999,2017,Suicide Firearm,2008,85,1315906,6.46,6.273539287
Both Sexes,All Races,New Jersey,Both,All Ages,1999,2017,Suicide Firearm,2008,175,8711090,2.01,1.883204681
Both Sexes,All Races,New Mexico,Both,All Ages,1999,2017,Suicide Firearm,2008,195,2010662,9.7,9.543798416
Both Sexes,All Races,New York,Both,All Ages,1999,2017,Suicide Firearm,2008,429,19212436,2.23,2.122194371
Both Sexes,All Races,North Carolina,Both,All Ages,1999,2017,Suicide Firearm,2008,669,9309449,7.19,7.009924236
Both Sexes,All Races,North Dakota,Both,All Ages,1999,2017,Suicide Firearm,2008,55,657569,8.36,7.883878683
Both Sexes,All Races,Ohio,Both,All Ages,1999,2017,Suicide Firearm,2008,684,11515391,5.94,5.742813622
Both Sexes,All Races,Oklahoma,Both,All Ages,1999,2017,Suicide Firearm,2008,346,3668976,9.43,9.162372907
Both Sexes,All Races,Oregon,Both,All Ages,1999,2017,Suicide Firearm,2008,319,3768748,8.46,8.006307082
Both Sexes,All Races,Pennsylvania,Both,All Ages,1999,2017,Suicide Firearm,2008,770,12612285,6.11,5.724793592
Both Sexes,All Races,Rhode Island,Both,All Ages,1999,2017,Suicide Firearm,2008,23,1055003,2.18,1.956631335
Both Sexes,All Races,South Carolina,Both,All Ages,1999,2017,Suicide Firearm,2008,343,4528996,7.57,7.110554055
Both Sexes,All Races,South Dakota,Both,All Ages,1999,2017,Suicide Firearm,2008,68,799124,8.51,8.561928978
Both Sexes,All Races,Tennessee,Both,All Ages,1999,2017,Suicide Firearm,2008,609,6247411,9.75,9.361430346
Both Sexes,All Races,Texas,Both,All Ages,1999,2017,Suicide Firearm,2008,1506,24309039,6.2,6.443286664
Both Sexes,All Races,Utah,Both,All Ages,1999,2017,Suicide Firearm,2008,196,2663029,7.36,7.943896235
Both Sexes,All Races,Vermont,Both,All Ages,1999,2017,Suicide Firearm,2008,44,624151,7.05,6.595153453
Both Sexes,All Races,Virginia,Both,All Ages,1999,2017,Suicide Firearm,2008,524,7833496,6.69,6.507399806
Both Sexes,All Races,Washington,Both,All Ages,1999,2017,Suicide Firearm,2008,439,6562231,6.69,6.441922251
Both Sexes,All Races,West Virginia,Both,All Ages,1999,2017,Suicide Firearm,2008,172,1840310,9.35,8.820732151
Both Sexes,All Races,Wisconsin,Both,All Ages,1999,2017,Suicide Firearm,2008,344,5640996,6.1,5.911645784
Both Sexes,All Races,Wyoming,Both,All Ages,1999,2017,Suicide Firearm,2008,87,546043,15.93,15.80740239
Both Sexes,All Races,,Both,All Ages,1999,2017,Suicide Firearm,2008,18223,304093966,5.99,.
Both Sexes,All Races,Alabama,Both,All Ages,1999,2017,Suicide Firearm,2009,479,4757938,10.07,9.630302474
Both Sexes,All Races,Alaska,Both,All Ages,1999,2017,Suicide Firearm,2009,79,698895,11.3,10.92945894
Both Sexes,All Races,Arizona,Both,All Ages,1999,2017,Suicide Firearm,2009,605,6343154,9.54,9.436973788
Both Sexes,All Races,Arkansas,Both,All Ages,1999,2017,Suicide Firearm,2009,285,2896843,9.84,9.580099921
Both Sexes,All Races,California,Both,All Ages,1999,2017,Suicide Firearm,2009,1519,36961229,4.11,4.072097174
Both Sexes,All Races,Colorado,Both,All Ages,1999,2017,Suicide Firearm,2009,454,4972195,9.13,9.010002514
Both Sexes,All Races,Connecticut,Both,All Ages,1999,2017,Suicide Firearm,2009,93,3561807,2.61,2.482200775
Both Sexes,All Races,Delaware,Both,All Ages,1999,2017,Suicide Firearm,2009,38,891730,4.26,4.318907686
Both Sexes,All Races,District of Columbia,Both,All Ages,1999,2017,Suicide Firearm,2009,P,592228,.,.
Both Sexes,All Races,Florida,Both,All Ages,1999,2017,Suicide Firearm,2009,1472,18652644,7.89,7.153560441
Both Sexes,All Races,Georgia,Both,All Ages,1999,2017,Suicide Firearm,2009,743,9620846,7.72,7.852577416
Both Sexes,All Races,Hawaii,Both,All Ages,1999,2017,Suicide Firearm,2009,36,1346717,2.67,2.539327508
Both Sexes,All Races,Idaho,Both,All Ages,1999,2017,Suicide Firearm,2009,176,1554439,11.32,11.58497712
Both Sexes,All Races,Illinois,Both,All Ages,1999,2017,Suicide Firearm,2009,402,12796778,3.14,3.052200717
Both Sexes,All Races,Indiana,Both,All Ages,1999,2017,Suicide Firearm,2009,458,6459325,7.09,6.919525741
Both Sexes,All Races,Iowa,Both,All Ages,1999,2017,Suicide Firearm,2009,160,3032870,5.28,5.120220608
Both Sexes,All Races,Kansas,Both,All Ages,1999,2017,Suicide Firearm,2009,200,2832704,7.06,6.984428464
Both Sexes,All Races,Kentucky,Both,All Ages,1999,2017,Suicide Firearm,2009,403,4317074,9.34,9.130458106
Both Sexes,All Races,Louisiana,Both,All Ages,1999,2017,Suicide Firearm,2009,328,4491648,7.3,7.202056455
Both Sexes,All Races,Maine,Both,All Ages,1999,2017,Suicide Firearm,2009,106,1329590,7.97,7.470535686
Both Sexes,All Races,Maryland,Both,All Ages,1999,2017,Suicide Firearm,2009,252,5730388,4.4,4.258437228
Both Sexes,All Races,Massachusetts,Both,All Ages,1999,2017,Suicide Firearm,2009,89,6517613,1.37,1.279678215
Both Sexes,All Races,Michigan,Both,All Ages,1999,2017,Suicide Firearm,2009,575,9901591,5.81,5.588760231
Both Sexes,All Races,Minnesota,Both,All Ages,1999,2017,Suicide Firearm,2009,281,5281203,5.32,5.099316984
Both Sexes,All Races,Mississippi,Both,All Ages,1999,2017,Suicide Firearm,2009,269,2958774,9.09,9.20070279
Both Sexes,All Races,Missouri,Both,All Ages,1999,2017,Suicide Firearm,2009,471,5961088,7.9,7.680267078
Both Sexes,All Races,Montana,Both,All Ages,1999,2017,Suicide Firearm,2009,136,983982,13.82,12.81237234
Both Sexes,All Races,Nebraska,Both,All Ages,1999,2017,Suicide Firearm,2009,93,1812683,5.13,5.02324542
Both Sexes,All Races,Nevada,Both,All Ages,1999,2017,Suicide Firearm,2009,295,2684665,10.99,10.9200384
Both Sexes,All Races,New Hampshire,Both,All Ages,1999,2017,Suicide Firearm,2009,82,1316102,6.23,5.823514344
Both Sexes,All Races,New Jersey,Both,All Ages,1999,2017,Suicide Firearm,2009,173,8755602,1.98,1.858345436
Both Sexes,All Races,New Mexico,Both,All Ages,1999,2017,Suicide Firearm,2009,192,2036802,9.43,9.095471579
Both Sexes,All Races,New York,Both,All Ages,1999,2017,Suicide Firearm,2009,422,19307066,2.19,2.046465435
Both Sexes,All Races,North Carolina,Both,All Ages,1999,2017,Suicide Firearm,2009,678,9449566,7.17,6.96222422
Both Sexes,All Races,North Dakota,Both,All Ages,1999,2017,Suicide Firearm,2009,50,664968,7.52,7.399699291
Both Sexes,All Races,Ohio,Both,All Ages,1999,2017,Suicide Firearm,2009,590,11528896,5.12,4.882833305
Both Sexes,All Races,Oklahoma,Both,All Ages,1999,2017,Suicide Firearm,2009,363,3717572,9.76,9.641628791
Both Sexes,All Races,Oregon,Both,All Ages,1999,2017,Suicide Firearm,2009,345,3808600,9.06,8.536515653
Both Sexes,All Races,Pennsylvania,Both,All Ages,1999,2017,Suicide Firearm,2009,825,12666858,6.51,6.055162855
Both Sexes,All Races,Rhode Island,Both,All Ages,1999,2017,Suicide Firearm,2009,40,1053646,3.8,3.538516664
Both Sexes,All Races,South Carolina,Both,All Ages,1999,2017,Suicide Firearm,2009,377,4589872,8.21,7.815118348
Both Sexes,All Races,South Dakota,Both,All Ages,1999,2017,Suicide Firearm,2009,61,807067,7.56,7.538286078
Both Sexes,All Races,Tennessee,Both,All Ages,1999,2017,Suicide Firearm,2009,574,6306019,9.1,8.810447894
Both Sexes,All Races,Texas,Both,All Ages,1999,2017,Suicide Firearm,2009,1583,24801761,6.38,6.577296339
Both Sexes,All Races,Utah,Both,All Ages,1999,2017,Suicide Firearm,2009,217,2723421,7.97,8.834675797
Both Sexes,All Races,Vermont,Both,All Ages,1999,2017,Suicide Firearm,2009,59,624817,9.44,8.570051211
Both Sexes,All Races,Virginia,Both,All Ages,1999,2017,Suicide Firearm,2009,527,7925937,6.65,6.390404787
Both Sexes,All Races,Washington,Both,All Ages,1999,2017,Suicide Firearm,2009,470,6667426,7.05,6.853817606
Both Sexes,All Races,West Virginia,Both,All Ages,1999,2017,Suicide Firearm,2009,178,1847775,9.63,9.140628314
Both Sexes,All Races,Wisconsin,Both,All Ages,1999,2017,Suicide Firearm,2009,345,5669264,6.09,5.857481497
Both Sexes,All Races,Wyoming,Both,All Ages,1999,2017,Suicide Firearm,2009,82,559851,14.65,14.92324273
Both Sexes,All Races,,Both,All Ages,1999,2017,Suicide Firearm,2009,S,306771529,.,.
Both Sexes,All Races,Alabama,Both,All Ages,1999,2017,Suicide Firearm,2010,454,4780135,9.5,9.24036797
Both Sexes,All Races,Alaska,Both,All Ages,1999,2017,Suicide Firearm,2010,107,710249,15.07,15.43297234
Both Sexes,All Races,Arizona,Both,All Ages,1999,2017,Suicide Firearm,2010,620,6392309,9.7,9.53388334
Both Sexes,All Races,Arkansas,Both,All Ages,1999,2017,Suicide Firearm,2010,266,2916031,9.12,9.003386823
Both Sexes,All Races,California,Both,All Ages,1999,2017,Suicide Firearm,2010,1492,37254518,4,3.965871688
Both Sexes,All Races,Colorado,Both,All Ages,1999,2017,Suicide Firearm,2010,427,5029325,8.49,8.19251905
Both Sexes,All Races,Connecticut,Both,All Ages,1999,2017,Suicide Firearm,2010,110,3574114,3.08,2.918688119
Both Sexes,All Races,Delaware,Both,All Ages,1999,2017,Suicide Firearm,2010,43,897936,4.79,4.754653799
Both Sexes,All Races,District of Columbia,Both,All Ages,1999,2017,Suicide Firearm,2010,13,601766,2.16,2.198406241
Both Sexes,All Races,Florida,Both,All Ages,1999,2017,Suicide Firearm,2010,1454,18804594,7.73,6.881189332
Both Sexes,All Races,Georgia,Both,All Ages,1999,2017,Suicide Firearm,2010,718,9688690,7.41,7.449581214
Both Sexes,All Races,Hawaii,Both,All Ages,1999,2017,Suicide Firearm,2010,37,1360301,2.72,2.557174938
Both Sexes,All Races,Idaho,Both,All Ages,1999,2017,Suicide Firearm,2010,182,1567650,11.61,11.652716
Both Sexes,All Races,Illinois,Both,All Ages,1999,2017,Suicide Firearm,2010,442,12831565,3.44,3.343051995
Both Sexes,All Races,Indiana,Both,All Ages,1999,2017,Suicide Firearm,2010,455,6484125,7.02,6.823652483
Both Sexes,All Races,Iowa,Both,All Ages,1999,2017,Suicide Firearm,2010,177,3046869,5.81,5.592559629
Both Sexes,All Races,Kansas,Both,All Ages,1999,2017,Suicide Firearm,2010,210,2853130,7.36,7.224084493
Both Sexes,All Races,Kentucky,Both,All Ages,1999,2017,Suicide Firearm,2010,404,4339340,9.31,8.944754511
Both Sexes,All Races,Louisiana,Both,All Ages,1999,2017,Suicide Firearm,2010,385,4533478,8.49,8.518339941
Both Sexes,All Races,Maine,Both,All Ages,1999,2017,Suicide Firearm,2010,95,1328362,7.15,6.470547956
Both Sexes,All Races,Maryland,Both,All Ages,1999,2017,Suicide Firearm,2010,222,5773807,3.84,3.68657936
Both Sexes,All Races,Massachusetts,Both,All Ages,1999,2017,Suicide Firearm,2010,138,6547808,2.11,2.009721868
Both Sexes,All Races,Michigan,Both,All Ages,1999,2017,Suicide Firearm,2010,601,9884129,6.08,5.892673152
Both Sexes,All Races,Minnesota,Both,All Ages,1999,2017,Suicide Firearm,2010,280,5303924,5.28,5.145959237
Both Sexes,All Races,Mississippi,Both,All Ages,1999,2017,Suicide Firearm,2010,256,2968103,8.63,8.506554957
Both Sexes,All Races,Missouri,Both,All Ages,1999,2017,Suicide Firearm,2010,489,5988925,8.17,7.821588362
Both Sexes,All Races,Montana,Both,All Ages,1999,2017,Suicide Firearm,2010,141,989414,14.25,13.04232775
Both Sexes,All Races,Nebraska,Both,All Ages,1999,2017,Suicide Firearm,2010,106,1826327,5.8,5.535087709
Both Sexes,All Races,Nevada,Both,All Ages,1999,2017,Suicide Firearm,2010,289,2700691,10.7,10.51418784
Both Sexes,All Races,New Hampshire,Both,All Ages,1999,2017,Suicide Firearm,2010,102,1316460,7.75,7.038732893
Both Sexes,All Races,New Jersey,Both,All Ages,1999,2017,Suicide Firearm,2010,187,8791953,2.13,1.935026921
Both Sexes,All Races,New Mexico,Both,All Ages,1999,2017,Suicide Firearm,2010,204,2059207,9.91,9.818169331
Both Sexes,All Races,New York,Both,All Ages,1999,2017,Suicide Firearm,2010,459,19378110,2.37,2.247825938
Both Sexes,All Races,North Carolina,Both,All Ages,1999,2017,Suicide Firearm,2010,707,9535721,7.41,7.20576828
Both Sexes,All Races,North Dakota,Both,All Ages,1999,2017,Suicide Firearm,2010,56,672585,8.33,8.386829613
Both Sexes,All Races,Ohio,Both,All Ages,1999,2017,Suicide Firearm,2010,724,11536730,6.28,6.084632732
Both Sexes,All Races,Oklahoma,Both,All Ages,1999,2017,Suicide Firearm,2010,376,3751598,10.02,9.930769934
Both Sexes,All Races,Oregon,Both,All Ages,1999,2017,Suicide Firearm,2010,376,3831072,9.81,9.182391068
Both Sexes,All Races,Pennsylvania,Both,All Ages,1999,2017,Suicide Firearm,2010,762,12702857,6,5.616605502
Both Sexes,All Races,Rhode Island,Both,All Ages,1999,2017,Suicide Firearm,2010,30,1052945,2.85,2.817552889
Both Sexes,All Races,South Carolina,Both,All Ages,1999,2017,Suicide Firearm,2010,392,4625381,8.47,8.239877422
Both Sexes,All Races,South Dakota,Both,All Ages,1999,2017,Suicide Firearm,2010,65,814197,7.98,8.092015671
Both Sexes,All Races,Tennessee,Both,All Ages,1999,2017,Suicide Firearm,2010,585,6346295,9.22,8.93106492
Both Sexes,All Races,Texas,Both,All Ages,1999,2017,Suicide Firearm,2010,1702,25146100,6.77,6.972938384
Both Sexes,All Races,Utah,Both,All Ages,1999,2017,Suicide Firearm,2010,275,2763889,9.95,10.64707042
Both Sexes,All Races,Vermont,Both,All Ages,1999,2017,Suicide Firearm,2010,66,625741,10.55,9.562547005
Both Sexes,All Races,Virginia,Both,All Ages,1999,2017,Suicide Firearm,2010,576,8001043,7.2,6.985151957
Both Sexes,All Races,Washington,Both,All Ages,1999,2017,Suicide Firearm,2010,464,6724545,6.9,6.737364321
Both Sexes,All Races,West Virginia,Both,All Ages,1999,2017,Suicide Firearm,2010,210,1853006,11.33,10.63655547
Both Sexes,All Races,Wisconsin,Both,All Ages,1999,2017,Suicide Firearm,2010,378,5687288,6.65,6.352399632
Both Sexes,All Races,Wyoming,Both,All Ages,1999,2017,Suicide Firearm,2010,83,563767,14.72,13.7502998
Both Sexes,All Races,,Both,All Ages,1999,2017,Suicide Firearm,2010,19392,308758105,6.28,.
Both Sexes,All Races,Alabama,Both,All Ages,1999,2017,Suicide Firearm,2011,452,4798649,9.42,8.956966142
Both Sexes,All Races,Alaska,Both,All Ages,1999,2017,Suicide Firearm,2011,99,722259,13.71,13.50114332
Both Sexes,All Races,Arizona,Both,All Ages,1999,2017,Suicide Firearm,2011,674,6465488,10.42,10.11226835
Both Sexes,All Races,Arkansas,Both,All Ages,1999,2017,Suicide Firearm,2011,299,2938640,10.17,10.20311715
Both Sexes,All Races,California,Both,All Ages,1999,2017,Suicide Firearm,2011,1564,37672654,4.15,4.061141936
Both Sexes,All Races,Colorado,Both,All Ages,1999,2017,Suicide Firearm,2011,443,5116411,8.66,8.377676042
Both Sexes,All Races,Connecticut,Both,All Ages,1999,2017,Suicide Firearm,2011,111,3591927,3.09,2.847742767
Both Sexes,All Races,Delaware,Both,All Ages,1999,2017,Suicide Firearm,2011,46,907884,5.07,4.643022379
Both Sexes,All Races,District of Columbia,Both,All Ages,1999,2017,Suicide Firearm,2011,P,620336,.,.
Both Sexes,All Races,Florida,Both,All Ages,1999,2017,Suicide Firearm,2011,1490,19097369,7.8,6.976244999
Both Sexes,All Races,Georgia,Both,All Ages,1999,2017,Suicide Firearm,2011,742,9810595,7.56,7.530179543
Both Sexes,All Races,Hawaii,Both,All Ages,1999,2017,Suicide Firearm,2011,42,1378323,3.05,2.949512417
Both Sexes,All Races,Idaho,Both,All Ages,1999,2017,Suicide Firearm,2011,167,1583180,10.55,10.77763217
Both Sexes,All Races,Illinois,Both,All Ages,1999,2017,Suicide Firearm,2011,461,12862298,3.58,3.442330864
Both Sexes,All Races,Indiana,Both,All Ages,1999,2017,Suicide Firearm,2011,411,6515358,6.31,6.158411624
Both Sexes,All Races,Iowa,Both,All Ages,1999,2017,Suicide Firearm,2011,185,3063690,6.04,5.950024378
Both Sexes,All Races,Kansas,Both,All Ages,1999,2017,Suicide Firearm,2011,233,2868756,8.12,7.945925671
Both Sexes,All Races,Kentucky,Both,All Ages,1999,2017,Suicide Firearm,2011,453,4368505,10.37,10.08064855
Both Sexes,All Races,Louisiana,Both,All Ages,1999,2017,Suicide Firearm,2011,377,4574388,8.24,8.161662727
Both Sexes,All Races,Maine,Both,All Ages,1999,2017,Suicide Firearm,2011,113,1327968,8.51,7.636714106
Both Sexes,All Races,Maryland,Both,All Ages,1999,2017,Suicide Firearm,2011,242,5843115,4.14,4.00789043
Both Sexes,All Races,Massachusetts,Both,All Ages,1999,2017,Suicide Firearm,2011,116,6612178,1.75,1.611526541
Both Sexes,All Races,Michigan,Both,All Ages,1999,2017,Suicide Firearm,2011,619,9876199,6.27,6.021814853
Both Sexes,All Races,Minnesota,Both,All Ages,1999,2017,Suicide Firearm,2011,322,5345967,6.02,5.801995136
Both Sexes,All Races,Mississippi,Both,All Ages,1999,2017,Suicide Firearm,2011,268,2977452,9,8.850774192
Both Sexes,All Races,Missouri,Both,All Ages,1999,2017,Suicide Firearm,2011,513,6010280,8.54,8.203599492
Both Sexes,All Races,Montana,Both,All Ages,1999,2017,Suicide Firearm,2011,152,996866,15.25,14.72709167
Both Sexes,All Races,Nebraska,Both,All Ages,1999,2017,Suicide Firearm,2011,111,1841641,6.03,6.086280229
Both Sexes,All Races,Nevada,Both,All Ages,1999,2017,Suicide Firearm,2011,272,2718170,10.01,9.681864556
Both Sexes,All Races,New Hampshire,Both,All Ages,1999,2017,Suicide Firearm,2011,75,1318345,5.69,5.034586003
Both Sexes,All Races,New Jersey,Both,All Ages,1999,2017,Suicide Firearm,2011,181,8844694,2.05,1.899037455
Both Sexes,All Races,New Mexico,Both,All Ages,1999,2017,Suicide Firearm,2011,221,2077744,10.64,10.55251376
Both Sexes,All Races,New York,Both,All Ages,1999,2017,Suicide Firearm,2011,505,19526372,2.59,2.407997734
Both Sexes,All Races,North Carolina,Both,All Ages,1999,2017,Suicide Firearm,2011,728,9662940,7.53,7.270735508
Both Sexes,All Races,North Dakota,Both,All Ages,1999,2017,Suicide Firearm,2011,51,684830,7.45,7.298536296
Both Sexes,All Races,Ohio,Both,All Ages,1999,2017,Suicide Firearm,2011,726,11543332,6.29,5.98621282
Both Sexes,All Races,Oklahoma,Both,All Ages,1999,2017,Suicide Firearm,2011,440,3785232,11.62,11.54918268
Both Sexes,All Races,Oregon,Both,All Ages,1999,2017,Suicide Firearm,2011,343,3865845,8.87,8.436001162
Both Sexes,All Races,Pennsylvania,Both,All Ages,1999,2017,Suicide Firearm,2011,883,12742811,6.93,6.447523655
Both Sexes,All Races,Rhode Island,Both,All Ages,1999,2017,Suicide Firearm,2011,20,1052154,1.9,1.80147017
Both Sexes,All Races,South Carolina,Both,All Ages,1999,2017,Suicide Firearm,2011,426,4672744,9.12,8.73917147
Both Sexes,All Races,South Dakota,Both,All Ages,1999,2017,Suicide Firearm,2011,60,823338,7.29,7.047204834
Both Sexes,All Races,Tennessee,Both,All Ages,1999,2017,Suicide Firearm,2011,591,6396281,9.24,8.729908197
Both Sexes,All Races,Texas,Both,All Ages,1999,2017,Suicide Firearm,2011,1684,25644424,6.57,6.749085589
Both Sexes,All Races,Utah,Both,All Ages,1999,2017,Suicide Firearm,2011,268,2815430,9.52,10.51904186
Both Sexes,All Races,Vermont,Both,All Ages,1999,2017,Suicide Firearm,2011,70,626210,11.18,10.21904005
Both Sexes,All Races,Virginia,Both,All Ages,1999,2017,Suicide Firearm,2011,604,8107548,7.45,7.12186786
Both Sexes,All Races,Washington,Both,All Ages,1999,2017,Suicide Firearm,2011,495,6819155,7.26,6.930226795
Both Sexes,All Races,West Virginia,Both,All Ages,1999,2017,Suicide Firearm,2011,200,1854891,10.78,10.03504916
Both Sexes,All Races,Wisconsin,Both,All Ages,1999,2017,Suicide Firearm,2011,351,5705812,6.15,5.973352108
Both Sexes,All Races,Wyoming,Both,All Ages,1999,2017,Suicide Firearm,2011,84,567602,14.8,14.5744232
Both Sexes,All Races,,Both,All Ages,1999,2017,Suicide Firearm,2011,S,311644280,.,.
Both Sexes,All Races,Alabama,Both,All Ages,1999,2017,Suicide Firearm,2012,500,4813946,10.39,9.982092003
Both Sexes,All Races,Alaska,Both,All Ages,1999,2017,Suicide Firearm,2012,98,730825,13.41,13.26884471
Both Sexes,All Races,Arizona,Both,All Ages,1999,2017,Suicide Firearm,2012,663,6544211,10.13,9.689217892
Both Sexes,All Races,Arkansas,Both,All Ages,1999,2017,Suicide Firearm,2012,307,2949208,10.41,10.13142444
Both Sexes,All Races,California,Both,All Ages,1999,2017,Suicide Firearm,2012,1549,38019006,4.07,3.990502881
Both Sexes,All Races,Colorado,Both,All Ages,1999,2017,Suicide Firearm,2012,533,5186330,10.28,9.802963361
Both Sexes,All Races,Connecticut,Both,All Ages,1999,2017,Suicide Firearm,2012,111,3597705,3.09,2.922334152
Both Sexes,All Races,Delaware,Both,All Ages,1999,2017,Suicide Firearm,2012,46,916868,5.02,4.857977976
Both Sexes,All Races,District of Columbia,Both,All Ages,1999,2017,Suicide Firearm,2012,10,635630,1.57,1.574638844
Both Sexes,All Races,Florida,Both,All Ages,1999,2017,Suicide Firearm,2012,1550,19341327,8.01,7.101271438
Both Sexes,All Races,Georgia,Both,All Ages,1999,2017,Suicide Firearm,2012,750,9911171,7.57,7.472078255
Both Sexes,All Races,Hawaii,Both,All Ages,1999,2017,Suicide Firearm,2012,43,1392772,3.09,2.781187226
Both Sexes,All Races,Idaho,Both,All Ages,1999,2017,Suicide Firearm,2012,176,1594673,11.04,11.15126654
Both Sexes,All Races,Illinois,Both,All Ages,1999,2017,Suicide Firearm,2012,490,12878494,3.8,3.610459527
Both Sexes,All Races,Indiana,Both,All Ages,1999,2017,Suicide Firearm,2012,513,6535665,7.85,7.659440111
Both Sexes,All Races,Iowa,Both,All Ages,1999,2017,Suicide Firearm,2012,175,3074386,5.69,5.621024885
Both Sexes,All Races,Kansas,Both,All Ages,1999,2017,Suicide Firearm,2012,297,2885316,10.29,10.19226254
Both Sexes,All Races,Kentucky,Both,All Ages,1999,2017,Suicide Firearm,2012,469,4383673,10.7,10.2424752
Both Sexes,All Races,Louisiana,Both,All Ages,1999,2017,Suicide Firearm,2012,375,4602681,8.15,8.152973152
Both Sexes,All Races,Maine,Both,All Ages,1999,2017,Suicide Firearm,2012,112,1328101,8.43,7.566408445
Both Sexes,All Races,Maryland,Both,All Ages,1999,2017,Suicide Firearm,2012,272,5891680,4.62,4.309941015
Both Sexes,All Races,Massachusetts,Both,All Ages,1999,2017,Suicide Firearm,2012,151,6659627,2.27,2.139732535
Both Sexes,All Races,Michigan,Both,All Ages,1999,2017,Suicide Firearm,2012,623,9886610,6.3,5.926757673
Both Sexes,All Races,Minnesota,Both,All Ages,1999,2017,Suicide Firearm,2012,310,5377695,5.76,5.627558833
Both Sexes,All Races,Mississippi,Both,All Ages,1999,2017,Suicide Firearm,2012,296,2982963,9.92,9.951939557
Both Sexes,All Races,Missouri,Both,All Ages,1999,2017,Suicide Firearm,2012,546,6023267,9.06,8.710201016
Both Sexes,All Races,Montana,Both,All Ages,1999,2017,Suicide Firearm,2012,153,1003522,15.25,14.83461286
Both Sexes,All Races,Nebraska,Both,All Ages,1999,2017,Suicide Firearm,2012,115,1854862,6.2,6.159947468
Both Sexes,All Races,Nevada,Both,All Ages,1999,2017,Suicide Firearm,2012,274,2752410,9.95,9.587317986
Both Sexes,All Races,New Hampshire,Both,All Ages,1999,2017,Suicide Firearm,2012,98,1320923,7.42,6.647528717
Both Sexes,All Races,New Jersey,Both,All Ages,1999,2017,Suicide Firearm,2012,160,8882095,1.8,1.668716572
Both Sexes,All Races,New Mexico,Both,All Ages,1999,2017,Suicide Firearm,2012,230,2083590,11.04,10.81324125
Both Sexes,All Races,New York,Both,All Ages,1999,2017,Suicide Firearm,2012,516,19625409,2.63,2.446232801
Both Sexes,All Races,North Carolina,Both,All Ages,1999,2017,Suicide Firearm,2012,709,9755299,7.27,6.892629189
Both Sexes,All Races,North Dakota,Both,All Ages,1999,2017,Suicide Firearm,2012,63,701380,8.98,9.047646544
Both Sexes,All Races,Ohio,Both,All Ages,1999,2017,Suicide Firearm,2012,784,11546969,6.79,6.427121097
Both Sexes,All Races,Oklahoma,Both,All Ages,1999,2017,Suicide Firearm,2012,411,3815298,10.77,10.5308705
