Sex,Race,State,Ethnicity,Age Group,First Year,Last Year,Cause of Death,Year,Deaths,Population,Crude Rate,Age-Adjusted Rate
Both Sexes,All Races,Nebraska,Both,All Ages,1999,2017,Suicide Firearm,2003,91,1738643,5.23,5.139498332
Both Sexes,All Races,Nevada,Both,All Ages,1999,2017,Suicide Firearm,2003,247,2248850,10.98,11.42551648
Both Sexes,All Races,New Hampshire,Both,All Ages,1999,2017,Suicide Firearm,2003,75,1279840,5.86,5.697905309
Both Sexes,All Races,New Jersey,Both,All Ages,1999,2017,Suicide Firearm,2003,183,8601402,2.13,2.06792116
Both Sexes,All Races,New Mexico,Both,All Ages,1999,2017,Suicide Firearm,2003,211,1877574,11.24,11.41090226
Both Sexes,All Races,New York,Both,All Ages,1999,2017,Suicide Firearm,2003,412,19175939,2.15,2.096963799
Both Sexes,All Races,North Carolina,Both,All Ages,1999,2017,Suicide Firearm,2003,619,8422501,7.35,7.263832469
Both Sexes,All Races,North Dakota,Both,All Ages,1999,2017,Suicide Firearm,2003,41,638817,6.42,6.164869564
Both Sexes,All Races,Ohio,Both,All Ages,1999,2017,Suicide Firearm,2003,572,11434788,5,4.903612054
Both Sexes,All Races,Oklahoma,Both,All Ages,1999,2017,Suicide Firearm,2003,281,3504892,8.02,7.986479615
Both Sexes,All Races,Oregon,Both,All Ages,1999,2017,Suicide Firearm,2003,331,3547376,9.33,8.942314072
Both Sexes,All Races,Pennsylvania,Both,All Ages,1999,2017,Suicide Firearm,2003,724,12374658,5.85,5.581025249
Both Sexes,All Races,Rhode Island,Both,All Ages,1999,2017,Suicide Firearm,2003,12,1071342,1.12,1.035546349
Both Sexes,All Races,South Carolina,Both,All Ages,1999,2017,Suicide Firearm,2003,328,4150297,7.9,7.848522684
Both Sexes,All Races,South Dakota,Both,All Ages,1999,2017,Suicide Firearm,2003,60,763729,7.86,7.752656658
Both Sexes,All Races,Tennessee,Both,All Ages,1999,2017,Suicide Firearm,2003,493,5847812,8.43,8.267525021
Both Sexes,All Races,Texas,Both,All Ages,1999,2017,Suicide Firearm,2003,1350,22030931,6.13,6.465727204
Both Sexes,All Races,Utah,Both,All Ages,1999,2017,Suicide Firearm,2003,181,2360137,7.67,8.479394074
Both Sexes,All Races,Vermont,Both,All Ages,1999,2017,Suicide Firearm,2003,38,617858,6.15,5.955806854
Both Sexes,All Races,Virginia,Both,All Ages,1999,2017,Suicide Firearm,2003,452,7366977,6.14,6.085163268
Both Sexes,All Races,Washington,Both,All Ages,1999,2017,Suicide Firearm,2003,436,6104115,7.14,7.114214985
Both Sexes,All Races,West Virginia,Both,All Ages,1999,2017,Suicide Firearm,2003,191,1812295,10.54,9.868551904
Both Sexes,All Races,Wisconsin,Both,All Ages,1999,2017,Suicide Firearm,2003,310,5479203,5.66,5.543241137
Both Sexes,All Races,Wyoming,Both,All Ages,1999,2017,Suicide Firearm,2003,75,503453,14.9,14.84101843
Both Sexes,All Races,,Both,All Ages,1999,2017,Suicide Firearm,2003,16907,290107933,5.83,.
Both Sexes,All Races,Alabama,Both,All Ages,1999,2017,Suicide Firearm,2004,375,4530729,8.28,8.003367625
Both Sexes,All Races,Alaska,Both,All Ages,1999,2017,Suicide Firearm,2004,94,659286,14.26,14.1853504
Both Sexes,All Races,Arizona,Both,All Ages,1999,2017,Suicide Firearm,2004,509,5652404,9.01,9.060945406
Both Sexes,All Races,Arkansas,Both,All Ages,1999,2017,Suicide Firearm,2004,232,2749686,8.44,8.259214106
Both Sexes,All Races,California,Both,All Ages,1999,2017,Suicide Firearm,2004,1366,35574576,3.84,4.001134859
Both Sexes,All Races,Colorado,Both,All Ages,1999,2017,Suicide Firearm,2004,402,4575013,8.79,8.768327354
Both Sexes,All Races,Connecticut,Both,All Ages,1999,2017,Suicide Firearm,2004,105,3496094,3,2.914307913
Both Sexes,All Races,Delaware,Both,All Ages,1999,2017,Suicide Firearm,2004,45,830803,5.42,5.199790848
Both Sexes,All Races,District of Columbia,Both,All Ages,1999,2017,Suicide Firearm,2004,P,567754,.,.
Both Sexes,All Races,Florida,Both,All Ages,1999,2017,Suicide Firearm,2004,1197,17415318,6.87,6.339930412
Both Sexes,All Races,Georgia,Both,All Ages,1999,2017,Suicide Firearm,2004,605,8769252,6.9,7.157991196
Both Sexes,All Races,Hawaii,Both,All Ages,1999,2017,Suicide Firearm,2004,31,1273569,2.43,2.292674142
Both Sexes,All Races,Idaho,Both,All Ages,1999,2017,Suicide Firearm,2004,151,1391802,10.85,11.13395475
Both Sexes,All Races,Illinois,Both,All Ages,1999,2017,Suicide Firearm,2004,387,12589773,3.07,3.047098284
Both Sexes,All Races,Indiana,Both,All Ages,1999,2017,Suicide Firearm,2004,385,6233007,6.18,6.164373839
Both Sexes,All Races,Iowa,Both,All Ages,1999,2017,Suicide Firearm,2004,155,2953635,5.25,5.072309135
Both Sexes,All Races,Kansas,Both,All Ages,1999,2017,Suicide Firearm,2004,204,2734373,7.46,7.426025506
Both Sexes,All Races,Kentucky,Both,All Ages,1999,2017,Suicide Firearm,2004,377,4146101,9.09,8.874530767
Both Sexes,All Races,Louisiana,Both,All Ages,1999,2017,Suicide Firearm,2004,371,4552238,8.15,8.256732813
Both Sexes,All Races,Maine,Both,All Ages,1999,2017,Suicide Firearm,2004,97,1313688,7.38,7.037579852
Both Sexes,All Races,Maryland,Both,All Ages,1999,2017,Suicide Firearm,2004,250,5546935,4.51,4.453922294
Both Sexes,All Races,Massachusetts,Both,All Ages,1999,2017,Suicide Firearm,2004,95,6412281,1.48,1.423504998
Both Sexes,All Races,Michigan,Both,All Ages,1999,2017,Suicide Firearm,2004,532,10055315,5.29,5.2422476
Both Sexes,All Races,Minnesota,Both,All Ages,1999,2017,Suicide Firearm,2004,268,5087713,5.27,5.199551222
Both Sexes,All Races,Mississippi,Both,All Ages,1999,2017,Suicide Firearm,2004,245,2889010,8.48,8.474111521
Both Sexes,All Races,Missouri,Both,All Ages,1999,2017,Suicide Firearm,2004,389,5747741,6.77,6.66826809
Both Sexes,All Races,Montana,Both,All Ages,1999,2017,Suicide Firearm,2004,105,930009,11.29,10.90245667
Both Sexes,All Races,Nebraska,Both,All Ages,1999,2017,Suicide Firearm,2004,87,1749370,4.97,4.922770144
Both Sexes,All Races,Nevada,Both,All Ages,1999,2017,Suicide Firearm,2004,249,2346222,10.61,10.84457022
Both Sexes,All Races,New Hampshire,Both,All Ages,1999,2017,Suicide Firearm,2004,57,1290121,4.42,4.131927048
Both Sexes,All Races,New Jersey,Both,All Ages,1999,2017,Suicide Firearm,2004,185,8634561,2.14,2.084226039
Both Sexes,All Races,New Mexico,Both,All Ages,1999,2017,Suicide Firearm,2004,196,1903808,10.3,10.25970196
Both Sexes,All Races,New York,Both,All Ages,1999,2017,Suicide Firearm,2004,401,19171567,2.09,2.023541811
Both Sexes,All Races,North Carolina,Both,All Ages,1999,2017,Suicide Firearm,2004,608,8553152,7.11,7.041215134
Both Sexes,All Races,North Dakota,Both,All Ages,1999,2017,Suicide Firearm,2004,41,644705,6.36,6.022033181
Both Sexes,All Races,Ohio,Both,All Ages,1999,2017,Suicide Firearm,2004,657,11452251,5.74,5.59706449
Both Sexes,All Races,Oklahoma,Both,All Ages,1999,2017,Suicide Firearm,2004,312,3525233,8.85,8.714820846
Both Sexes,All Races,Oregon,Both,All Ages,1999,2017,Suicide Firearm,2004,299,3569463,8.38,7.931102975
Both Sexes,All Races,Pennsylvania,Both,All Ages,1999,2017,Suicide Firearm,2004,722,12410722,5.82,5.579450167
Both Sexes,All Races,Rhode Island,Both,All Ages,1999,2017,Suicide Firearm,2004,22,1074579,2.05,1.907358621
Both Sexes,All Races,South Carolina,Both,All Ages,1999,2017,Suicide Firearm,2004,328,4210921,7.79,7.642903721
Both Sexes,All Races,South Dakota,Both,All Ages,1999,2017,Suicide Firearm,2004,61,770396,7.92,7.883127708
Both Sexes,All Races,Tennessee,Both,All Ages,1999,2017,Suicide Firearm,2004,526,5910809,8.9,8.754143536
Both Sexes,All Races,Texas,Both,All Ages,1999,2017,Suicide Firearm,2004,1318,22394023,5.89,6.213783199
Both Sexes,All Races,Utah,Both,All Ages,1999,2017,Suicide Firearm,2004,183,2401580,7.62,8.396391947
Both Sexes,All Races,Vermont,Both,All Ages,1999,2017,Suicide Firearm,2004,56,619920,9.03,8.641698028
Both Sexes,All Races,Virginia,Both,All Ages,1999,2017,Suicide Firearm,2004,494,7475575,6.61,6.548146682
Both Sexes,All Races,Washington,Both,All Ages,1999,2017,Suicide Firearm,2004,423,6178645,6.85,6.843644974
Both Sexes,All Races,West Virginia,Both,All Ages,1999,2017,Suicide Firearm,2004,192,1816438,10.57,10.20374852
Both Sexes,All Races,Wisconsin,Both,All Ages,1999,2017,Suicide Firearm,2004,308,5514026,5.59,5.468564367
Both Sexes,All Races,Wyoming,Both,All Ages,1999,2017,Suicide Firearm,2004,48,509106,9.43,9.586630288
Both Sexes,All Races,,Both,All Ages,1999,2017,Suicide Firearm,2004,S,292805298,.,.
Both Sexes,All Races,Alabama,Both,All Ages,1999,2017,Suicide Firearm,2005,369,4569805,8.07,7.8246457
Both Sexes,All Races,Alaska,Both,All Ages,1999,2017,Suicide Firearm,2005,87,666946,13.04,13.42752844
Both Sexes,All Races,Arizona,Both,All Ages,1999,2017,Suicide Firearm,2005,514,5839077,8.8,8.827771552
Both Sexes,All Races,Arkansas,Both,All Ages,1999,2017,Suicide Firearm,2005,262,2781097,9.42,9.235645033
Both Sexes,All Races,California,Both,All Ages,1999,2017,Suicide Firearm,2005,1329,35827943,3.71,3.838516037
Both Sexes,All Races,Colorado,Both,All Ages,1999,2017,Suicide Firearm,2005,396,4631888,8.55,8.621541381
Both Sexes,All Races,Connecticut,Both,All Ages,1999,2017,Suicide Firearm,2005,112,3506956,3.19,3.030852433
Both Sexes,All Races,Delaware,Both,All Ages,1999,2017,Suicide Firearm,2005,42,845150,4.97,4.878036392
Both Sexes,All Races,District of Columbia,Both,All Ages,1999,2017,Suicide Firearm,2005,10,567136,1.76,1.572128024
Both Sexes,All Races,Florida,Both,All Ages,1999,2017,Suicide Firearm,2005,1163,17842038,6.52,5.958745805
Both Sexes,All Races,Georgia,Both,All Ages,1999,2017,Suicide Firearm,2005,590,8925922,6.61,6.884733365
Both Sexes,All Races,Hawaii,Both,All Ages,1999,2017,Suicide Firearm,2005,22,1292729,1.7,1.648105747
Both Sexes,All Races,Idaho,Both,All Ages,1999,2017,Suicide Firearm,2005,160,1428241,11.2,11.52040137
Both Sexes,All Races,Illinois,Both,All Ages,1999,2017,Suicide Firearm,2005,424,12609903,3.36,3.355662707
Both Sexes,All Races,Indiana,Both,All Ages,1999,2017,Suicide Firearm,2005,416,6278616,6.63,6.5500168
Both Sexes,All Races,Iowa,Both,All Ages,1999,2017,Suicide Firearm,2005,170,2964454,5.73,5.601659709
Both Sexes,All Races,Kansas,Both,All Ages,1999,2017,Suicide Firearm,2005,188,2745299,6.85,6.721469244
Both Sexes,All Races,Kentucky,Both,All Ages,1999,2017,Suicide Firearm,2005,373,4182742,8.92,8.739980986
Both Sexes,All Races,Louisiana,Both,All Ages,1999,2017,Suicide Firearm,2005,348,4576628,7.6,7.568561782
Both Sexes,All Races,Maine,Both,All Ages,1999,2017,Suicide Firearm,2005,100,1318787,7.58,7.070879853
Both Sexes,All Races,Maryland,Both,All Ages,1999,2017,Suicide Firearm,2005,220,5592379,3.93,3.950194064
Both Sexes,All Races,Massachusetts,Both,All Ages,1999,2017,Suicide Firearm,2005,111,6403290,1.73,1.636455593
Both Sexes,All Races,Michigan,Both,All Ages,1999,2017,Suicide Firearm,2005,554,10051137,5.51,5.449701718
Both Sexes,All Races,Minnesota,Both,All Ages,1999,2017,Suicide Firearm,2005,255,5119598,4.98,4.894791682
Both Sexes,All Races,Mississippi,Both,All Ages,1999,2017,Suicide Firearm,2005,251,2905943,8.64,8.742818073
Both Sexes,All Races,Missouri,Both,All Ages,1999,2017,Suicide Firearm,2005,427,5790300,7.37,7.20143105
Both Sexes,All Races,Montana,Both,All Ages,1999,2017,Suicide Firearm,2005,135,940102,14.36,14.15997527
Both Sexes,All Races,Nebraska,Both,All Ages,1999,2017,Suicide Firearm,2005,100,1761497,5.68,5.675508823
Both Sexes,All Races,Nevada,Both,All Ages,1999,2017,Suicide Firearm,2005,262,2432143,10.77,10.83965899
Both Sexes,All Races,New Hampshire,Both,All Ages,1999,2017,Suicide Firearm,2005,79,1298492,6.08,5.902200848
Both Sexes,All Races,New Jersey,Both,All Ages,1999,2017,Suicide Firearm,2005,136,8651974,1.57,1.516855493
Both Sexes,All Races,New Mexico,Both,All Ages,1999,2017,Suicide Firearm,2005,178,1932274,9.21,9.28995056
Both Sexes,All Races,New York,Both,All Ages,1999,2017,Suicide Firearm,2005,456,19132610,2.38,2.29546838
Both Sexes,All Races,North Carolina,Both,All Ages,1999,2017,Suicide Firearm,2005,632,8705407,7.26,7.170960586
Both Sexes,All Races,North Dakota,Both,All Ages,1999,2017,Suicide Firearm,2005,56,646089,8.67,8.169883511
Both Sexes,All Races,Ohio,Both,All Ages,1999,2017,Suicide Firearm,2005,668,11463320,5.83,5.622911428
Both Sexes,All Races,Oklahoma,Both,All Ages,1999,2017,Suicide Firearm,2005,302,3548597,8.51,8.422403559
Both Sexes,All Races,Oregon,Both,All Ages,1999,2017,Suicide Firearm,2005,319,3613202,8.83,8.402639866
Both Sexes,All Races,Pennsylvania,Both,All Ages,1999,2017,Suicide Firearm,2005,768,12449990,6.17,5.840438518
Both Sexes,All Races,Rhode Island,Both,All Ages,1999,2017,Suicide Firearm,2005,19,1067916,1.78,1.684460582
Both Sexes,All Races,South Carolina,Both,All Ages,1999,2017,Suicide Firearm,2005,314,4270150,7.35,7.288401137
Both Sexes,All Races,South Dakota,Both,All Ages,1999,2017,Suicide Firearm,2005,71,775493,9.16,8.805732303
Both Sexes,All Races,Tennessee,Both,All Ages,1999,2017,Suicide Firearm,2005,552,5991057,9.21,8.949507527
Both Sexes,All Races,Texas,Both,All Ages,1999,2017,Suicide Firearm,2005,1381,22778123,6.06,6.370062349
Both Sexes,All Races,Utah,Both,All Ages,1999,2017,Suicide Firearm,2005,190,2457719,7.73,8.458789807
Both Sexes,All Races,Vermont,Both,All Ages,1999,2017,Suicide Firearm,2005,36,621215,5.8,5.51934048
Both Sexes,All Races,Virginia,Both,All Ages,1999,2017,Suicide Firearm,2005,511,7577105,6.74,6.587221897
Both Sexes,All Races,Washington,Both,All Ages,1999,2017,Suicide Firearm,2005,398,6257305,6.36,6.162423704
Both Sexes,All Races,West Virginia,Both,All Ages,1999,2017,Suicide Firearm,2005,188,1820492,10.33,9.562928574
Both Sexes,All Races,Wisconsin,Both,All Ages,1999,2017,Suicide Firearm,2005,302,5546166,5.45,5.357751689
Both Sexes,All Races,Wyoming,Both,All Ages,1999,2017,Suicide Firearm,2005,56,514157,10.89,10.6075895
Both Sexes,All Races,,Both,All Ages,1999,2017,Suicide Firearm,2005,17002,295516599,5.75,.
Both Sexes,All Races,Alabama,Both,All Ages,1999,2017,Suicide Firearm,2006,400,4628981,8.64,8.417901124
Both Sexes,All Races,Alaska,Both,All Ages,1999,2017,Suicide Firearm,2006,79,675302,11.7,12.05547942
Both Sexes,All Races,Arizona,Both,All Ages,1999,2017,Suicide Firearm,2006,563,6029141,9.34,9.272948546
Both Sexes,All Races,Arkansas,Both,All Ages,1999,2017,Suicide Firearm,2006,247,2821761,8.75,8.690825463
Both Sexes,All Races,California,Both,All Ages,1999,2017,Suicide Firearm,2006,1319,36021202,3.66,3.737158857
Both Sexes,All Races,Colorado,Both,All Ages,1999,2017,Suicide Firearm,2006,371,4720423,7.86,7.755993906
Both Sexes,All Races,Connecticut,Both,All Ages,1999,2017,Suicide Firearm,2006,79,3517460,2.25,2.13909262
Both Sexes,All Races,Delaware,Both,All Ages,1999,2017,Suicide Firearm,2006,42,859268,4.89,4.674064214
Both Sexes,All Races,District of Columbia,Both,All Ages,1999,2017,Suicide Firearm,2006,10,570681,1.75,1.617384581
Both Sexes,All Races,Florida,Both,All Ages,1999,2017,Suicide Firearm,2006,1227,18166990,6.75,6.139051317
Both Sexes,All Races,Georgia,Both,All Ages,1999,2017,Suicide Firearm,2006,600,9155813,6.55,6.746919119
Both Sexes,All Races,Hawaii,Both,All Ages,1999,2017,Suicide Firearm,2006,21,1309731,1.6,1.510122126
Both Sexes,All Races,Idaho,Both,All Ages,1999,2017,Suicide Firearm,2006,145,1468669,9.87,10.29365353
Both Sexes,All Races,Illinois,Both,All Ages,1999,2017,Suicide Firearm,2006,372,12643955,2.94,2.916061721
Both Sexes,All Races,Indiana,Both,All Ages,1999,2017,Suicide Firearm,2006,442,6332669,6.98,6.892045913
Both Sexes,All Races,Iowa,Both,All Ages,1999,2017,Suicide Firearm,2006,149,2982644,5,4.822669062
Both Sexes,All Races,Kansas,Both,All Ages,1999,2017,Suicide Firearm,2006,211,2762931,7.64,7.639932285
Both Sexes,All Races,Kentucky,Both,All Ages,1999,2017,Suicide Firearm,2006,383,4219239,9.08,8.90775991
Both Sexes,All Races,Louisiana,Both,All Ages,1999,2017,Suicide Firearm,2006,331,4302665,7.69,7.693338903
Both Sexes,All Races,Maine,Both,All Ages,1999,2017,Suicide Firearm,2006,87,1323619,6.57,5.898383322
Both Sexes,All Races,Maryland,Both,All Ages,1999,2017,Suicide Firearm,2006,238,5627367,4.23,4.1518372
Both Sexes,All Races,Massachusetts,Both,All Ages,1999,2017,Suicide Firearm,2006,101,6410084,1.58,1.478597106
Both Sexes,All Races,Michigan,Both,All Ages,1999,2017,Suicide Firearm,2006,598,10036081,5.96,5.798528155
Both Sexes,All Races,Minnesota,Both,All Ages,1999,2017,Suicide Firearm,2006,243,5163555,4.71,4.659380439
Both Sexes,All Races,Mississippi,Both,All Ages,1999,2017,Suicide Firearm,2006,219,2904978,7.54,7.654278763
Both Sexes,All Races,Missouri,Both,All Ages,1999,2017,Suicide Firearm,2006,444,5842704,7.6,7.407552393
Both Sexes,All Races,Montana,Both,All Ages,1999,2017,Suicide Firearm,2006,102,952692,10.71,10.37719983
Both Sexes,All Races,Nebraska,Both,All Ages,1999,2017,Suicide Firearm,2006,105,1772693,5.92,5.710684114
Both Sexes,All Races,Nevada,Both,All Ages,1999,2017,Suicide Firearm,2006,255,2522658,10.11,10.26583054
Both Sexes,All Races,New Hampshire,Both,All Ages,1999,2017,Suicide Firearm,2006,69,1308389,5.27,5.148644134
Both Sexes,All Races,New Jersey,Both,All Ages,1999,2017,Suicide Firearm,2006,173,8661679,2,1.915973991
Both Sexes,All Races,New Mexico,Both,All Ages,1999,2017,Suicide Firearm,2006,193,1962137,9.84,9.760148598
Both Sexes,All Races,New York,Both,All Ages,1999,2017,Suicide Firearm,2006,412,19104631,2.16,2.085821171
Both Sexes,All Races,North Carolina,Both,All Ages,1999,2017,Suicide Firearm,2006,660,8917270,7.4,7.245443514
Both Sexes,All Races,North Dakota,Both,All Ages,1999,2017,Suicide Firearm,2006,41,649422,6.31,5.952850999
Both Sexes,All Races,Ohio,Both,All Ages,1999,2017,Suicide Firearm,2006,626,11481213,5.45,5.254677609
Both Sexes,All Races,Oklahoma,Both,All Ages,1999,2017,Suicide Firearm,2006,314,3594090,8.74,8.553558674
Both Sexes,All Races,Oregon,Both,All Ages,1999,2017,Suicide Firearm,2006,307,3670883,8.36,8.022011498
Both Sexes,All Races,Pennsylvania,Both,All Ages,1999,2017,Suicide Firearm,2006,734,12510809,5.87,5.578096281
Both Sexes,All Races,Rhode Island,Both,All Ages,1999,2017,Suicide Firearm,2006,27,1063096,2.54,2.399275686
Both Sexes,All Races,South Carolina,Both,All Ages,1999,2017,Suicide Firearm,2006,315,4357847,7.23,7.009374723
Both Sexes,All Races,South Dakota,Both,All Ages,1999,2017,Suicide Firearm,2006,71,783033,9.07,8.95960432
Both Sexes,All Races,Tennessee,Both,All Ages,1999,2017,Suicide Firearm,2006,569,6088766,9.35,9.140907129
Both Sexes,All Races,Texas,Both,All Ages,1999,2017,Suicide Firearm,2006,1311,23359580,5.61,5.851665617
Both Sexes,All Races,Utah,Both,All Ages,1999,2017,Suicide Firearm,2006,189,2525507,7.48,8.354693394
Both Sexes,All Races,Vermont,Both,All Ages,1999,2017,Suicide Firearm,2006,43,622892,6.9,6.396325983
Both Sexes,All Races,Virginia,Both,All Ages,1999,2017,Suicide Firearm,2006,499,7673725,6.5,6.312931628
Both Sexes,All Races,Washington,Both,All Ages,1999,2017,Suicide Firearm,2006,397,6370753,6.23,6.07728452
Both Sexes,All Races,West Virginia,Both,All Ages,1999,2017,Suicide Firearm,2006,179,1827912,9.79,9.200638976
Both Sexes,All Races,Wisconsin,Both,All Ages,1999,2017,Suicide Firearm,2006,299,5577655,5.36,5.322375627
Both Sexes,All Races,Wyoming,Both,All Ages,1999,2017,Suicide Firearm,2006,72,522667,13.78,13.25768868
Both Sexes,All Races,,Both,All Ages,1999,2017,Suicide Firearm,2006,16883,298379912,5.66,.
Both Sexes,All Races,Alabama,Both,All Ages,1999,2017,Suicide Firearm,2007,396,4672840,8.47,8.165460628
Both Sexes,All Races,Alaska,Both,All Ages,1999,2017,Suicide Firearm,2007,94,680300,13.82,14.57148453
Both Sexes,All Races,Arizona,Both,All Ages,1999,2017,Suicide Firearm,2007,552,6167681,8.95,8.928846771
Both Sexes,All Races,Arkansas,Both,All Ages,1999,2017,Suicide Firearm,2007,244,2848650,8.57,8.421859407
Both Sexes,All Races,California,Both,All Ages,1999,2017,Suicide Firearm,2007,1422,36250311,3.92,3.961213964
Both Sexes,All Races,Colorado,Both,All Ages,1999,2017,Suicide Firearm,2007,396,4803868,8.24,8.187662698
Both Sexes,All Races,Connecticut,Both,All Ages,1999,2017,Suicide Firearm,2007,78,3527270,2.21,2.034460423
Both Sexes,All Races,Delaware,Both,All Ages,1999,2017,Suicide Firearm,2007,46,871749,5.28,5.002776701
Both Sexes,All Races,District of Columbia,Both,All Ages,1999,2017,Suicide Firearm,2007,10,574404,1.74,1.748347628
Both Sexes,All Races,Florida,Both,All Ages,1999,2017,Suicide Firearm,2007,1284,18367842,6.99,6.38097306
Both Sexes,All Races,Georgia,Both,All Ages,1999,2017,Suicide Firearm,2007,641,9349988,6.86,7.081368365
Both Sexes,All Races,Hawaii,Both,All Ages,1999,2017,Suicide Firearm,2007,27,1315675,2.05,1.748952883
Both Sexes,All Races,Idaho,Both,All Ages,1999,2017,Suicide Firearm,2007,147,1505105,9.77,10.01030917
Both Sexes,All Races,Illinois,Both,All Ages,1999,2017,Suicide Firearm,2007,423,12695866,3.33,3.296181278
Both Sexes,All Races,Indiana,Both,All Ages,1999,2017,Suicide Firearm,2007,392,6379599,6.14,6.086328339
Both Sexes,All Races,Iowa,Both,All Ages,1999,2017,Suicide Firearm,2007,133,2999212,4.43,4.131634539
Both Sexes,All Races,Kansas,Both,All Ages,1999,2017,Suicide Firearm,2007,213,2783785,7.65,7.507886824
Both Sexes,All Races,Kentucky,Both,All Ages,1999,2017,Suicide Firearm,2007,422,4256672,9.91,9.712285902
Both Sexes,All Races,Louisiana,Both,All Ages,1999,2017,Suicide Firearm,2007,335,4375581,7.66,7.600653735
Both Sexes,All Races,Maine,Both,All Ages,1999,2017,Suicide Firearm,2007,90,1327040,6.78,6.248566509
Both Sexes,All Races,Maryland,Both,All Ages,1999,2017,Suicide Firearm,2007,233,5653408,4.12,4.049694439
Both Sexes,All Races,Massachusetts,Both,All Ages,1999,2017,Suicide Firearm,2007,114,6431559,1.77,1.68192085
Both Sexes,All Races,Michigan,Both,All Ages,1999,2017,Suicide Firearm,2007,558,10001284,5.58,5.416156702
Both Sexes,All Races,Minnesota,Both,All Ages,1999,2017,Suicide Firearm,2007,265,5207203,5.09,4.986953255
Both Sexes,All Races,Mississippi,Both,All Ages,1999,2017,Suicide Firearm,2007,279,2928350,9.53,9.519880265
Both Sexes,All Races,Missouri,Both,All Ages,1999,2017,Suicide Firearm,2007,452,5887612,7.68,7.46842213
Both Sexes,All Races,Montana,Both,All Ages,1999,2017,Suicide Firearm,2007,120,964706,12.44,11.63881775
Both Sexes,All Races,Nebraska,Both,All Ages,1999,2017,Suicide Firearm,2007,89,1783440,4.99,4.914454371
Both Sexes,All Races,Nevada,Both,All Ages,1999,2017,Suicide Firearm,2007,270,2601072,10.38,10.34271553
Both Sexes,All Races,New Hampshire,Both,All Ages,1999,2017,Suicide Firearm,2007,71,1312540,5.41,4.990954514
Both Sexes,All Races,New Jersey,Both,All Ages,1999,2017,Suicide Firearm,2007,165,8677885,1.9,1.827967032
Both Sexes,All Races,New Mexico,Both,All Ages,1999,2017,Suicide Firearm,2007,189,1990070,9.5,9.42947994
Both Sexes,All Races,New York,Both,All Ages,1999,2017,Suicide Firearm,2007,441,19132335,2.3,2.205559652
Both Sexes,All Races,North Carolina,Both,All Ages,1999,2017,Suicide Firearm,2007,607,9118037,6.66,6.524359268
Both Sexes,All Races,North Dakota,Both,All Ages,1999,2017,Suicide Firearm,2007,49,652822,7.51,7.106512166
Both Sexes,All Races,Ohio,Both,All Ages,1999,2017,Suicide Firearm,2007,659,11500468,5.73,5.532660863
Both Sexes,All Races,Oklahoma,Both,All Ages,1999,2017,Suicide Firearm,2007,315,3634349,8.67,8.592727332
Both Sexes,All Races,Oregon,Both,All Ages,1999,2017,Suicide Firearm,2007,327,3722417,8.78,8.329853188
Both Sexes,All Races,Pennsylvania,Both,All Ages,1999,2017,Suicide Firearm,2007,719,12563937,5.72,5.464142663
Both Sexes,All Races,Rhode Island,Both,All Ages,1999,2017,Suicide Firearm,2007,24,1057315,2.27,2.174042727
Both Sexes,All Races,South Carolina,Both,All Ages,1999,2017,Suicide Firearm,2007,311,4444110,7,6.808005658
Both Sexes,All Races,South Dakota,Both,All Ages,1999,2017,Suicide Firearm,2007,44,791623,5.56,5.207768313
Both Sexes,All Races,Tennessee,Both,All Ages,1999,2017,Suicide Firearm,2007,545,6175727,8.82,8.554478936
Both Sexes,All Races,Texas,Both,All Ages,1999,2017,Suicide Firearm,2007,1411,23831983,5.92,6.161589629
Both Sexes,All Races,Utah,Both,All Ages,1999,2017,Suicide Firearm,2007,197,2597746,7.58,8.52143419
Both Sexes,All Races,Vermont,Both,All Ages,1999,2017,Suicide Firearm,2007,43,623481,6.9,6.462298688
Both Sexes,All Races,Virginia,Both,All Ages,1999,2017,Suicide Firearm,2007,487,7751000,6.28,6.149529997
Both Sexes,All Races,Washington,Both,All Ages,1999,2017,Suicide Firearm,2007,413,6461587,6.39,6.230158832
Both Sexes,All Races,West Virginia,Both,All Ages,1999,2017,Suicide Firearm,2007,205,1834052,11.18,10.5129497
Both Sexes,All Races,Wisconsin,Both,All Ages,1999,2017,Suicide Firearm,2007,338,5610775,6.02,5.871902785
Both Sexes,All Races,Wyoming,Both,All Ages,1999,2017,Suicide Firearm,2007,67,534876,12.53,12.76955222
Both Sexes,All Races,,Both,All Ages,1999,2017,Suicide Firearm,2007,17352,301231207,5.76,.
Both Sexes,All Races,Alabama,Both,All Ages,1999,2017,Suicide Firearm,2008,424,4718206,8.99,8.739157508
Both Sexes,All Races,Alaska,Both,All Ages,1999,2017,Suicide Firearm,2008,116,687455,16.87,17.1181622
Both Sexes,All Races,Arizona,Both,All Ages,1999,2017,Suicide Firearm,2008,540,6280362,8.6,8.450015542
Both Sexes,All Races,Arkansas,Both,All Ages,1999,2017,Suicide Firearm,2008,275,2874554,9.57,9.37025624
Both Sexes,All Races,California,Both,All Ages,1999,2017,Suicide Firearm,2008,1478,36604337,4.04,4.049389348
Both Sexes,All Races,Colorado,Both,All Ages,1999,2017,Suicide Firearm,2008,387,4889730,7.91,7.884834719
